Abbreviation,City,Customer Name,Customer Segment,Order Date,Order Date (copy),Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,State1,Zip Code,Column,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Row,Sales,Shipping Cost,Unit Price
GA,Athens,Patrick Ryan,Corporate,15-Jan-13,15-Jan-13,8642,High,Office Supplies,Small Box,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders and Binder Accessories,South,1180,16-Jan-13,Regular Air,Georgia,Georgia,30605,8,0.09,1,26,0.4,-76.1415,7,151.05,5.59,5.8
GA,Athens,Patrick Ryan,Corporate,15-Jan-13,15-Jan-13,8642,High,Office Supplies,Small Box,Avery 503,Labels,South,1181,16-Jan-13,Regular Air,Georgia,Georgia,30605,8,0.04,1,13,0.37,49.69,7,133.04,0.99,10.35
OK,Muskogee,Pauline Chand,Small Business,15-Jan-13,15-Jan-13,4545,Not Specified,Office Supplies,Small Box,Xerox 1984,Paper,Central,644,16-Jan-13,Regular Air,Oklahoma,Oklahoma,74403,4.5,0.06,1,4,0.36,-24.15,6,33.1,8.74,6.48
MD,Rockville,Chad McGuire,Small Business,15-Jan-13,15-Jan-13,36161,Critical,Office Supplies,Small Box,Avery Non-Stick Binders,Binders and Binder Accessories,East,5077,16-Jan-13,Regular Air,Maryland,Maryland,20852,8.5,0.03,1,6,0.39,0.646,4,29.19,1.49,4.49
OK,Muskogee,Pauline Chand,Small Business,15-Jan-13,15-Jan-13,4545,Not Specified,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,Central,643,17-Jan-13,Regular Air,Oklahoma,Oklahoma,74403,4.5,0.08,1,33,0.37,26.64,6,126.38,1.3,4
IL,Romeoville,Doug Bickford,Corporate,15-Jan-13,15-Jan-13,26182,Not Specified,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,Central,3658,18-Jan-13,Delivery Truck,Illinois,Illinois,60441,6,0.01,1,30,0.65,-549.27,3,4684.9,66.27,150.98
MA,North Pembroke,Bobby Elias,Small Business,16-Jan-13,16-Jan-13,55139,Not Specified,Office Supplies,Wrap Bag,Crayola Colored Pencils,Pens & Art Supplies,East,7691,17-Jan-13,Regular Air,Massachusetts,MA,02358,10.5,0.08,1,26,0.52,9.32,2,85.71,0.98,3.28
CA,San Mateo,Bobby Elias,Small Business,16-Jan-13,16-Jan-13,55139,Not Specified,Office Supplies,Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Scissors, Rulers and Trimmers",West,7692,17-Jan-13,Regular Air,California,California,94403,2,0.04,1,41,0.56,-81.55,5,576.58,7.59,13.9
FL,Bradenton,Gary Hwang,Home Office,16-Jan-13,16-Jan-13,18853,Critical,Office Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,Pens & Art Supplies,South,2611,18-Jan-13,Regular Air,Florida,Florida,34210,8.5,0.03,1,33,0.48,55.21,8,223.88,1.5,6.68
GA,Evans,Sam Craven,Home Office,17-Jan-13,17-Jan-13,39267,High,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,South,5544,18-Jan-13,Regular Air,Georgia,Georgia,30809,8,0.09,1,46,0.58,-233.14,7,1221.47,13.99,28.28
NM,Albuquerque,Lauren Leatherbury,Home Office,17-Jan-13,17-Jan-13,35139,High,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,West,4941,18-Jan-13,Regular Air,New Mexico,New Mexico,87105,3.5,0.02,1,29,0.39,53.0485,6,264.78,2.99,8.69
CO,Durango,Lauren Leatherbury,Home Office,17-Jan-13,17-Jan-13,35139,High,Technology,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Office Machines,West,4942,18-Jan-13,Delivery Truck,Colorado,Colorado,81301,3.5,0.05,1,3,0.57,-8389.4709,4,10380.34,8.73,3502.14
CA,Redwood City,Dean Katz,Home Office,17-Jan-13,17-Jan-13,24610,Not Specified,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,West,3451,19-Jan-13,Delivery Truck,California,California,94061,2,0.01,1,4,0.58,-79.96,5,883.31,23.76,200.98
GA,Evans,Sam Craven,Home Office,17-Jan-13,17-Jan-13,39267,High,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,South,5543,19-Jan-13,Regular Air,Georgia,Georgia,30809,8,0.08,1,26,0.54,85.48,7,430.33,5.03,17.78
MN,Savage,Chad Sievert,Corporate,17-Jan-13,17-Jan-13,50048,High,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Central,7010,19-Jan-13,Regular Air,Minnesota,Minnesota,55378,4.5,0.05,1,1,0.58,-11.02,2,15,8.37,6.84
MN,Savage,Chad Sievert,Corporate,17-Jan-13,17-Jan-13,50048,High,Office Supplies,Wrap Bag,DIXON Oriole® Pencils,Pens & Art Supplies,Central,7009,19-Jan-13,Regular Air,Minnesota,Minnesota,55378,4.5,0.09,1,14,0.59,-9.19,2,35.48,1.3,2.58
CO,Durango,Lauren Leatherbury,Home Office,17-Jan-13,17-Jan-13,35139,High,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,West,4944,19-Jan-13,Regular Air,Colorado,Colorado,81301,3.5,0.07,1,32,0.58,-14.98,4,389.98,4.81,12.21
CO,Durango,Lauren Leatherbury,Home Office,17-Jan-13,17-Jan-13,35139,High,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,West,4943,19-Jan-13,Regular Air,Colorado,Colorado,81301,3.5,0.05,1,25,0.56,76.87,4,854.9,8.99,34.58
KS,Topeka,Barbara Fisher,Small Business,17-Jan-13,17-Jan-13,34753,Not Specified,Technology,Wrap Bag,Accessory25,Telephones and Communication,Central,4885,19-Jan-13,Regular Air,Kansas,Kansas,66614,5,0.09,1,7,0.57,-63.701,5,117.062,0.99,20.99
TN,Bristol,Philip Fox,Home Office,18-Jan-13,18-Jan-13,54497,Not Specified,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,South,7615,21-Jan-13,Regular Air,Tennessee,Tennessee,37620,7,0.07,1,1,0.56,-87.34,5,155.51,19.99,142.86
MI,Madison Heights,Rob Dowd,Corporate,19-Jan-13,19-Jan-13,29185,High,Office Supplies,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,Central,4091,20-Jan-13,Regular Air,Michigan,Michigan,48071,7.5,0.03,1,8,0.56,-6.37,2,468.49,13.22,56.96
OH,Berea,Lena Radford,Small Business,19-Jan-13,19-Jan-13,55398,Medium,Office Supplies,Wrap Bag,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Pens & Art Supplies,East,7736,20-Jan-13,Regular Air,Ohio,Ohio,44017,8,0.04,1,21,0.57,2.38,3,46.42,0.7,2.1
NY,Auburn,Bill Eplett,Corporate,19-Jan-13,19-Jan-13,20934,Critical,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,East,2900,20-Jan-13,Delivery Truck,New York,New York,13021,9.5,0.09,1,5,0.58,-577.4799,2,1253.89,17.86,264.98
MI,Madison Heights,Rob Dowd,Corporate,19-Jan-13,19-Jan-13,29185,High,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,Central,4092,21-Jan-13,Express Air,Michigan,Michigan,48071,7.5,0.04,1,48,0.59,-261.45,2,446.53,10.16,8.37
AL,Huntsville,Nathan Mautz,Corporate,19-Jan-13,19-Jan-13,34661,Critical,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,South,4871,21-Jan-13,Regular Air,Alabama,Alabama,35810,7.5,0.09,1,26,0.55,-175.47,6,864.16,19.99,33.98
MI,Midland,Rob Dowd,Corporate,19-Jan-13,19-Jan-13,29185,High,Office Supplies,Small Box,Xerox 1893,Paper,Central,4093,21-Jan-13,Express Air,Michigan,Michigan,48640,7.5,0.02,1,5,0.36,-25.31,2,217.85,17.48,40.99
WI,Brookfield,Lena Radford,Small Business,19-Jan-13,19-Jan-13,55398,Medium,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,Central,7737,21-Jan-13,Regular Air,Wisconsin,Wisconsin,53005,5.5,0.07,1,24,0.6,-1085.52,2,154.99,49,4.48
GA,Martinez,John Dryer,Corporate,19-Jan-13,19-Jan-13,25155,Low,Office Supplies,Small Box,Xerox 1952,Paper,South,3536,24-Jan-13,Express Air,Georgia,Georgia,30907,8,0.01,1,3,0.38,-1.74,7,30.37,5.49,4.98
GA,Martinez,John Dryer,Corporate,19-Jan-13,19-Jan-13,25155,Low,Furniture,Large Box,Luxo Economy Swing Arm Lamp,Office Furnishings,South,3534,26-Jan-13,Regular Air,Georgia,Georgia,30907,8,0,1,48,0.57,-180.45,7,1038.99,14.87,19.94
GA,Martinez,John Dryer,Corporate,19-Jan-13,19-Jan-13,25155,Low,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,South,3535,26-Jan-13,Regular Air,Georgia,Georgia,30907,8,0.08,1,17,0.36,6.99,7,114.01,3.1,6.69
ND,Mandan,Skye Norling,Home Office,20-Jan-13,20-Jan-13,42405,High,Office Supplies,Small Box,Xerox 193,Paper,Central,5985,22-Jan-13,Regular Air,North Dakota,North Dakota,58554,3.5,0.08,1,13,0.36,-25.22,2,81.68,5.15,5.98
TX,Pasadena,Tamara Chand,Consumer,21-Jan-13,21-Jan-13,640,High,Furniture,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,Central,101,22-Jan-13,Delivery Truck,Texas,Texas,77506,4,0.02,1,39,0.75,-1153.9,7,4913.69,58.64,120.98
TX,Pasadena,Tamara Chand,Consumer,21-Jan-13,21-Jan-13,640,High,Office Supplies,Small Box,Xerox 1939,Paper,Central,102,22-Jan-13,Regular Air,Texas,Texas,77506,4,0.01,1,24,0.37,29.42,7,464.77,9.54,18.97
CA,Lancaster,Adam Hart,Corporate,21-Jan-13,21-Jan-13,49925,High,Office Supplies,Wrap Bag,Newell 346,Pens & Art Supplies,West,6987,22-Jan-13,Regular Air,California,California,93534,2,0.06,1,1,0.56,-1.78,5,3.41,0.7,2.88
TX,Waxahachie,Edward Nazzal,Home Office,21-Jan-13,21-Jan-13,55270,Medium,Office Supplies,Small Box,Binding Machine Supplies,Binders and Binder Accessories,Central,7712,22-Jan-13,Regular Air,Texas,Texas,75165,4,0.02,1,1,0.37,-12.7535,7,35.14,6.27,29.17
MN,Eagan,Mike Kennedy,Small Business,21-Jan-13,21-Jan-13,44999,Medium,Office Supplies,Small Box,Xerox 220,Paper,Central,6350,22-Jan-13,Regular Air,Minnesota,Minnesota,55122,4.5,0.09,1,17,0.37,-70.31,2,110.74,7.49,6.48
KS,Topeka,Barbara Fisher,Small Business,21-Jan-13,21-Jan-13,35812,Critical,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,Central,5019,23-Jan-13,Delivery Truck,Kansas,Kansas,66614,5,0.08,1,24,0.69,-112.62,5,2722.85,30,113.98
TX,Duncanville,Ed Ludwig,Consumer,21-Jan-13,21-Jan-13,24135,Low,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,Central,3388,23-Jan-13,Regular Air,Texas,Texas,75116,4,0.1,1,12,0.37,111.588,7,345.19,1.49,30.44
KS,Topeka,Barbara Fisher,Small Business,21-Jan-13,21-Jan-13,35812,Critical,Office Supplies,Small Box,Xerox 1938,Paper,Central,5021,23-Jan-13,Regular Air,Kansas,Kansas,66614,5,0.08,1,19,0.37,307.64,5,851.52,5.86,47.9
KS,Topeka,Barbara Fisher,Small Business,21-Jan-13,21-Jan-13,35812,Critical,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,Central,5020,23-Jan-13,Regular Air,Kansas,Kansas,66614,5,0.09,1,2,0.75,-147.81,5,59.93,4,30.73
OR,Mcminnville,Alex Russell,Home Office,22-Jan-13,22-Jan-13,44295,Medium,Technology,Small Box,StarTAC 7797,Telephones and Communication,West,6260,24-Jan-13,Regular Air,Oregon,Oregon,97128,1.5,0.07,1,47,0.55,1464.867,4,4524.907,2.5,115.99
NY,Elmira,Helen Wasserman,Home Office,22-Jan-13,22-Jan-13,41472,Low,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,East,5844,29-Jan-13,Express Air,New York,New York,14901,9.5,0.01,1,48,0.36,-214.153,2,280.87,7.57,5.38
CA,Laguna Hills,Jill Matthias,Consumer,22-Jan-13,22-Jan-13,13958,Low,Technology,Wrap Bag,Accessory34,Telephones and Communication,West,1949,31-Jan-13,Regular Air,California,California,92653,2,0.06,1,11,0.55,-10.67,5,808.673,0.99,85.99
NY,Shirley,Ted Butterfield,Corporate,23-Jan-13,23-Jan-13,38048,High,Technology,Small Box,2190,Telephones and Communication,East,5352,23-Jan-13,Regular Air,New York,New York,11967,9.5,0.1,1,42,0.56,478.107,2,2252.262,5.63,65.99
NY,Smithtown,Ted Butterfield,Corporate,23-Jan-13,23-Jan-13,38048,High,Furniture,Medium Box,DAX Cubicle Frames - 8x10,Office Furnishings,East,5353,24-Jan-13,Regular Air,New York,New York,11787,9.5,0.05,1,47,0.55,-136.84,2,279.01,5.92,5.77
CO,Durango,Lauren Leatherbury,Home Office,23-Jan-13,23-Jan-13,14661,Not Specified,Technology,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",Computer Peripherals,West,2051,24-Jan-13,Regular Air,Colorado,Colorado,81301,3.5,0.06,1,38,0.75,-180.23,4,1325.06,9.02,35.77
ID,Boise,Penelope Sewall,Home Office,23-Jan-13,23-Jan-13,40162,Critical,Office Supplies,Small Box,Xerox 1934,Paper,West,5682,25-Jan-13,Regular Air,Idaho,Idaho,83701,2,0.03,1,28,0.36,760.79,3,1581.23,5.15,55.98
FL,Saint Cloud,Tanja Norvell,Consumer,24-Jan-13,24-Jan-13,1253,Critical,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,South,189,24-Jan-13,Regular Air,Florida,Florida,34769,8.5,0.05,1,15,0.75,-30.19,8,494.34,6.72,31.98
NJ,Hawthorne,Maribeth Dona,Home Office,24-Jan-13,24-Jan-13,2305,High,Office Supplies,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,Storage & Organization,East,337,24-Jan-13,Regular Air,New Jersey,New Jersey,07506,10,0.01,1,11,0.59,141.31,3,1382.8,19.99,120.33
IL,West Chicago,Carl Jackson,Home Office,24-Jan-13,24-Jan-13,14819,Not Specified,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,Central,2071,25-Jan-13,Delivery Truck,Illinois,Illinois,60185,6,0.07,1,27,0.61,-478.22,3,1584.1,36.61,58.14
CO,Durango,Maribeth Dona,Home Office,24-Jan-13,24-Jan-13,2305,High,Office Supplies,Small Box,Xerox 1923,Paper,West,336,25-Jan-13,Regular Air,Colorado,Colorado,81301,3.5,0.01,1,1,0.37,-9.08,4,12.41,5.66,6.68
CO,Durango,Maribeth Dona,Home Office,24-Jan-13,24-Jan-13,2305,High,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,West,335,26-Jan-13,Delivery Truck,Colorado,Colorado,81301,3.5,0.1,1,33,0.78,-1578.26,4,3116.47,57.38,100.98
IL,West Chicago,Carl Jackson,Home Office,24-Jan-13,24-Jan-13,14819,Not Specified,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,Central,2070,26-Jan-13,Regular Air,Illinois,Illinois,60185,6,0.09,1,48,0.55,3122.78,3,9062.73,0.99,207.48
PA,Harrisburg,Jim Sink,Corporate,24-Jan-13,24-Jan-13,34785,Critical,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,East,4888,27-Jan-13,Delivery Truck,Pennsylvania,Pennsylvania,17112,9,0.01,1,45,0.71,-969.048366,3,15468.216,42.52,400.98
IL,Burbank,Delfina Latchford,Small Business,25-Jan-13,25-Jan-13,27680,Critical,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,Central,3873,26-Jan-13,Regular Air,Illinois,Illinois,60459,6,0.1,1,32,0.59,-46.98,3,324.4,4.5,10.89
IL,Burbank,Delfina Latchford,Small Business,25-Jan-13,25-Jan-13,27680,Critical,Office Supplies,Small Box,Xerox 21,Paper,Central,3874,26-Jan-13,Regular Air,Illinois,Illinois,60459,6,0.01,1,19,0.37,-46.89,3,137.02,6.6,6.48
OH,Cleveland,Arthur Prichep,Home Office,25-Jan-13,25-Jan-13,611,Critical,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,East,94,27-Jan-13,Regular Air,Ohio,Ohio,44105,8,0.04,1,47,0.59,-131.27,3,840.04,9.47,17.7
AR,Rogers,Ken Black,Consumer,25-Jan-13,25-Jan-13,24961,Low,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,South,3504,01-Feb-13,Delivery Truck,Arkansas,Arkansas,72756,6,0.04,1,8,0.61,-205.29,5,487.59,36.61,58.14
WI,Green Bay,Michelle Ellison,Consumer,25-Jan-13,25-Jan-13,27808,Low,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,Central,3897,01-Feb-13,Express Air,Wisconsin,Wisconsin,54302,5.5,0.01,1,9,0.48,4.41,2,196.12,1.99,20.89
MI,Walker,John Grady,Corporate,26-Jan-13,26-Jan-13,44098,Low,Office Supplies,Wrap Bag,Serrated Blade or Curved Handle Hand Letter Openers,"Scissors, Rulers and Trimmers",Central,6228,30-Jan-13,Regular Air,Michigan,Michigan,49534,7.5,0.01,1,1,0.84,-2.64,2,5.06,1.92,3.14
AZ,Prescott Valley,Craig Yedwab,Consumer,27-Jan-13,27-Jan-13,97,Medium,Office Supplies,Small Box,Avery 498,Labels,West,17,28-Jan-13,Regular Air,Arizona,Arizona,86314,3,0.03,1,26,0.38,28.24,5,75.57,0.5,2.89
GA,Woodstock,Julia Dunbar,Consumer,27-Jan-13,27-Jan-13,27810,High,Office Supplies,Small Box,Avery 51,Labels,South,3898,29-Jan-13,Express Air,Georgia,Georgia,30188,8,0.02,1,32,0.39,109.29,7,216.51,0.5,6.3
TX,The Colony,Edward Nazzal,Home Office,27-Jan-13,27-Jan-13,5381,Low,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,Central,750,03-Feb-13,Regular Air,Texas,Texas,75056,4,0.07,1,47,0.65,1545.09,7,4888.14,5.81,107.53
TX,The Colony,Edward Nazzal,Home Office,27-Jan-13,27-Jan-13,5381,Low,Office Supplies,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Paper,Central,751,03-Feb-13,Regular Air,Texas,Texas,75056,4,0.09,1,27,0.38,-149.93,7,63.87,7.09,2.18
KY,Paducah,Max Ludwig,Corporate,28-Jan-13,28-Jan-13,31780,Medium,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,South,4458,30-Jan-13,Express Air,Kentucky,Kentucky,42003,6.5,0.08,1,17,0.56,160.58,4,734.25,4.62,42.98
OH,Findlay,Karen Daniels,Consumer,28-Jan-13,28-Jan-13,13413,Critical,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,East,1866,30-Jan-13,Regular Air,Ohio,Ohio,45840,8,0.04,1,29,0.38,-50.86,3,150.28,4.7,4.98
VA,Reston,Katrina Willman,Consumer,28-Jan-13,28-Jan-13,6279,Critical,Office Supplies,Small Box,Catalog Binders with Expanding Posts,Binders and Binder Accessories,South,876,30-Jan-13,Regular Air,Virginia,Virginia,20190,8,0.01,1,49,0.4,723.333,5,3283.74,19.99,67.28
NY,Yonkers,Caroline Jumper,Corporate,28-Jan-13,28-Jan-13,30336,Medium,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,East,4258,30-Jan-13,Regular Air,New York,New York,10701,9.5,0.06,1,28,0.71,368.79,2,5155.07,19.99,193.17
CA,Lawndale,Adam Hart,Corporate,29-Jan-13,29-Jan-13,52196,Not Specified,Office Supplies,Small Box,Avery 481,Labels,West,7323,30-Jan-13,Regular Air,California,California,90260,2,0.08,1,1,0.37,-1.36,5,3.85,0.99,3.08
CA,Lawndale,Adam Hart,Corporate,29-Jan-13,29-Jan-13,52196,Not Specified,Technology,Small Box,StarTAC Series,Telephones and Communication,West,7324,31-Jan-13,Regular Air,California,California,90260,2,0.08,1,10,0.55,-97.196,5,547.0005,3.9,65.99
GA,Gainesville,Susan Gilcrest,Home Office,29-Jan-13,29-Jan-13,3461,Critical,Technology,Small Box,StarTAC 7797,Telephones and Communication,South,502,31-Jan-13,Regular Air,Georgia,Georgia,30501,8,0.08,1,35,0.55,784.773,7,3206.3955,2.5,115.99
GA,Gainesville,Susan Gilcrest,Home Office,29-Jan-13,29-Jan-13,3461,Critical,Technology,Small Pack,Accessory32,Telephones and Communication,South,501,31-Jan-13,Regular Air,Georgia,Georgia,30501,8,0.1,1,47,0.35,1040.4,7,2053.379,1.25,55.99
KS,Derby,Rick Duston,Corporate,30-Jan-13,30-Jan-13,14375,Medium,Office Supplies,Small Box,Xerox 1978,Paper,Central,2014,31-Jan-13,Regular Air,Kansas,Kansas,67037,5,0.07,1,7,0.36,-21.77,5,44.05,5.67,5.78
MA,Marshfield,Rick Duston,Corporate,30-Jan-13,30-Jan-13,14375,Medium,Office Supplies,Small Box,Airmail Envelopes,Envelopes,East,2015,31-Jan-13,Regular Air,Massachusetts,MA,02050,10.5,0.1,1,50,0.38,1110.35,2,3872.38,19.99,83.93
CO,Fountain,Anthony Rawles,Small Business,30-Jan-13,30-Jan-13,16166,Critical,Office Supplies,Wrap Bag,Advantus Push Pins,Rubber Bands,West,2245,31-Jan-13,Regular Air,Colorado,Colorado,80817,3.5,0.09,1,36,0.44,-10.06,4,78.51,1.38,2.18
NC,Greenville,Jonathan Doherty,Corporate,30-Jan-13,30-Jan-13,50304,Critical,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,South,7045,01-Feb-13,Delivery Truck,North Carolina,North Carolina,27834,9,0.05,1,3,0.76,-60.74,5,72.46,27.75,15.23
NC,Greensboro,Jonathan Doherty,Corporate,30-Jan-13,30-Jan-13,50304,Critical,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,South,7044,01-Feb-13,Regular Air,North Carolina,North Carolina,27405,9,0.04,1,22,0.4,239.94,5,887.98,9.83,39.98
CO,Fountain,Anthony Rawles,Small Business,30-Jan-13,30-Jan-13,12449,Medium,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,West,1732,01-Feb-13,Regular Air,Colorado,Colorado,80817,3.5,0.03,1,36,0.7,88.68,4,1400.1,4,39.98
MN,Cottage Grove,Mike Kennedy,Small Business,30-Jan-13,30-Jan-13,14338,Low,Technology,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,Central,2009,06-Feb-13,Delivery Truck,Minnesota,Minnesota,55016,4.5,0.1,1,34,0.36,2786.35,2,6580.16,15.59,200.97
MD,Catonsville,Matt Collister,Home Office,31-Jan-13,31-Jan-13,48642,High,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,East,6829,31-Jan-13,Regular Air,Maryland,Maryland,21228,8.5,0,1,36,0.58,19.36,4,111.83,0.7,2.94
MD,Catonsville,Matt Collister,Home Office,31-Jan-13,31-Jan-13,48642,High,Technology,Small Box,T60,Telephones and Communication,East,6830,31-Jan-13,Express Air,Maryland,Maryland,21228,8.5,0.05,1,50,0.56,1332.909,4,4159.628,4.9,95.99
NJ,Camden,Ellis Ballard,Corporate,31-Jan-13,31-Jan-13,8292,Not Specified,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,East,1135,01-Feb-13,Regular Air,New Jersey,New Jersey,08101,10,0.02,1,18,0.4,130.04,3,299.87,1.39,15.74
TX,Cloverleaf,Matt Collister,Home Office,31-Jan-13,31-Jan-13,48642,High,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,Central,6832,01-Feb-13,Express Air,Texas,Texas,77015,4,0.02,1,5,0.4,-122.09,7,519.69,7.18,100.98
CA,Sacramento,Jay Fine,Consumer,31-Jan-13,31-Jan-13,27524,Not Specified,Office Supplies,Small Box,Xerox 210,Paper,West,3858,02-Feb-13,Regular Air,California,California,95823,2,0.02,1,50,0.37,-157.4,5,343.94,7.37,6.48
TX,Cloverleaf,Matt Collister,Home Office,31-Jan-13,31-Jan-13,48642,High,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,Central,6831,02-Feb-13,Regular Air,Texas,Texas,77015,4,0.06,1,4,0.58,-13.72,7,37.73,3.5,8.67
IN,East Chicago,Christopher Schild,Corporate,31-Jan-13,31-Jan-13,58788,Low,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,Central,8225,02-Feb-13,Regular Air,Indiana,Indiana,46312,7,0.04,1,31,0.64,43.72,3,983.78,6.5,30.98
NC,Charlotte,Dennis Pardue,Corporate,01-Feb-13,01-Feb-13,18307,Low,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,South,2519,01-Feb-13,Regular Air,North Carolina,North Carolina,28205,9,0.03,1,34,0.47,37.99,5,245.19,2.35,7.08
MI,Sterling Heights,Marc Harrigan,Home Office,01-Feb-13,01-Feb-13,3687,Critical,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,Central,549,01-Feb-13,Regular Air,Michigan,Michigan,48310,7.5,0.07,1,25,0.4,6.14,2,79.37,1.35,3.29
IL,Quincy,Claudia Miner,Small Business,01-Feb-13,01-Feb-13,43781,Not Specified,Office Supplies,Small Box,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Central,6176,01-Feb-13,Regular Air,Illinois,Illinois,62301,6,0.05,1,45,0.35,240.41,3,497.14,1.39,10.94
WA,Walla Walla,Erica Smith,Small Business,01-Feb-13,01-Feb-13,32164,Not Specified,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,West,4520,02-Feb-13,Delivery Truck,Washington,Washington,99362,1.5,0.1,1,23,0.76,-461.45,2,6552.9,54.12,296.18
IL,Rock Island,Claudia Miner,Small Business,01-Feb-13,01-Feb-13,43781,Not Specified,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,Central,6177,02-Feb-13,Express Air,Illinois,Illinois,61201,6,0.02,1,21,0.36,393.4055,3,917.39,2.99,40.98
AL,Bessemer,Erin Mull,Corporate,01-Feb-13,01-Feb-13,55877,Not Specified,Office Supplies,Small Box,Xerox 1920,Paper,South,7816,02-Feb-13,Regular Air,Alabama,Alabama,35020,7.5,0.03,1,19,0.4,-73.38,6,126.53,7.5,5.98
